seed,val_iou,val_dice,test_iou,test_dice,time_min
42,0.8694209132505499,0.9269706645737523,0.8637825389199505,0.9220748365201558,19.621626567840575
123,0.8692641919073851,0.9269271363382754,0.8645303642174696,0.9227644797078463,19.553279185295104
7,0.8695324905540632,0.9269692949626757,0.8643931030057438,0.9225575550598681,19.55355498790741
